buchoneado,buchonea,c,d,p
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
3,1,100,"(0, 5)",randInt(1) = 0
2,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
3,2,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
3,1,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
2,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,3,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
2,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
2,3,100,"(0, 5)",randInt(1) = 0
4,4,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
2,3,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
3,1,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
1,3,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
3,4,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
4,2,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
3,2,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
6,6,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
3,2,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
4,3,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
4,4,100,"(0, 5)",randInt(1) = 0
6,6,100,"(0, 5)",randInt(1) = 0
0,2,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
3,2,100,"(0, 5)",randInt(1) = 0
2,4,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
4,7,100,"(0, 5)",randInt(1) = 0
6,5,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
6,5,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
3,2,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
4,3,100,"(0, 5)",randInt(1) = 0
3,1,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,3,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,2,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,3,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
5,3,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
2,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
5,4,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,3,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
4,3,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
4,5,100,"(0, 5)",randInt(1) = 0
4,3,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
2,0,100,"(0, 5)",randInt(1) = 0
3,4,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
0,2,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
5,4,100,"(0, 5)",randInt(1) = 0
2,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,3,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
2,0,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
3,2,100,"(0, 5)",randInt(1) = 0
4,4,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
6,5,100,"(0, 5)",randInt(1) = 0
2,3,100,"(0, 5)",randInt(1) = 0
5,4,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
2,4,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,2,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,2,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
2,2,100,"(0, 5)",randInt(1) = 0
3,4,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
1,2,100,"(0, 5)",randInt(1) = 0
6,4,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
4,3,100,"(0, 5)",randInt(1) = 0
5,4,100,"(0, 5)",randInt(1) = 0
4,3,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
0,0,100,"(0, 5)",randInt(1) = 0
4,2,100,"(0, 5)",randInt(1) = 0
9,7,100,"(0, 5)",randInt(1) = 0
3,3,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(1) = 0
0,1,100,"(0, 5)",randInt(1) = 0
6,4,100,"(0, 5)",randInt(1) = 0
1,0,100,"(0, 5)",randInt(1) = 0
2,1,100,"(0, 5)",randInt(1) = 0
1,1,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
1,2,100,"(0, 5)",randInt(4) != 0
1,2,100,"(0, 5)",randInt(4) != 0
4,4,100,"(0, 5)",randInt(4) != 0
4,4,100,"(0, 5)",randInt(4) != 0
2,1,100,"(0, 5)",randInt(4) != 0
3,3,100,"(0, 5)",randInt(4) != 0
2,1,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
2,2,100,"(0, 5)",randInt(4) != 0
2,3,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
5,4,100,"(0, 5)",randInt(4) != 0
2,2,100,"(0, 5)",randInt(4) != 0
1,2,100,"(0, 5)",randInt(4) != 0
1,2,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
2,2,100,"(0, 5)",randInt(4) != 0
2,3,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
2,1,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
7,4,100,"(0, 5)",randInt(4) != 0
3,3,100,"(0, 5)",randInt(4) != 0
2,2,100,"(0, 5)",randInt(4) != 0
3,3,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
2,3,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
2,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,2,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
2,2,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
6,6,100,"(0, 5)",randInt(4) != 0
4,4,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
2,2,100,"(0, 5)",randInt(4) != 0
3,3,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
5,6,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
3,3,100,"(0, 5)",randInt(4) != 0
2,2,100,"(0, 5)",randInt(4) != 0
4,3,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
3,3,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
5,6,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
3,4,100,"(0, 5)",randInt(4) != 0
6,4,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
2,2,100,"(0, 5)",randInt(4) != 0
3,4,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
3,3,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
2,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
2,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
2,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,2,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
2,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
2,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,3,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
4,3,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
3,3,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
2,2,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,2,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
3,1,100,"(0, 5)",randInt(4) != 0
2,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
1,2,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
0,2,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
2,0,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
20,20,100,"(0, 5)",randInt(4) != 0
6,4,100,"(0, 5)",randInt(4) != 0
1,0,100,"(0, 5)",randInt(4) != 0
3,4,100,"(0, 5)",randInt(4) != 0
12,10,100,"(0, 5)",randInt(4) != 0
13,13,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
25,25,100,"(0, 5)",randInt(4) != 0
13,14,100,"(0, 5)",randInt(4) != 0
0,2,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
2,3,100,"(0, 5)",randInt(4) != 0
29,26,100,"(0, 5)",randInt(4) != 0
2,3,100,"(0, 5)",randInt(4) != 0
0,1,100,"(0, 5)",randInt(4) != 0
3,1,100,"(0, 5)",randInt(4) != 0
18,21,100,"(0, 5)",randInt(4) != 0
10,7,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
8,6,100,"(0, 5)",randInt(4) != 0
1,2,100,"(0, 5)",randInt(4) != 0
0,0,100,"(0, 5)",randInt(4) != 0
1,1,100,"(0, 5)",randInt(4) != 0
5,6,100,"(0, 5)",randInt(4) != 0
